cohort,model,positive_subset,candidate_set,planned_targets,targets,omitted_targets,P,U,macro_P_vs_U_concordance,MAP,MRR,mean_first_positive_rank,total_recovered_P_at_5,target_success_count_at_5,macro_recall_at_5,macro_known_positive_precision_at_5,macro_EF_at_5,macro_NDCG_at_5,macro_target_success_at_5,total_recovered_P_at_10,target_success_count_at_10,macro_recall_at_10,macro_known_positive_precision_at_10,macro_EF_at_10,macro_NDCG_at_10,macro_target_success_at_10,total_recovered_P_at_20,target_success_count_at_20,macro_recall_at_20,macro_known_positive_precision_at_20,macro_EF_at_20,macro_NDCG_at_20,macro_target_success_at_20
all_twelve,ipin_baseline,all_P,context,12,12,,37,1850,0.6451851851851853,0.1081447143494923,0.20623860981003836,17.25,4.0,4.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.09776640125474094,0.3333333333333333,7.0,6.0,0.19444444444444442,0.05833333333333333,2.975,0.13387850027972947,0.5,12.0,9.0,0.3263888888888889,0.049999999999999996,2.5500000000000003,0.18228278809194795,0.75
all_twelve,ipin_optimized,all_P,context,12,12,,37,1850,0.6986111111111112,0.17761173358022572,0.3435007742934572,15.75,7.0,5.0,0.19444444444444442,0.11666666666666665,5.95,0.1812612046786725,0.4166666666666667,13.0,9.0,0.3541666666666667,0.10833333333333334,5.5249999999999995,0.2546672264142548,0.75,14.0,9.0,0.3819444444444445,0.05833333333333334,2.975,0.2652353111502876,0.75
all_twelve,tuna_retrained,all_P,context,12,12,,37,1850,0.7220717592592593,0.16574592817616338,0.3501987777058446,11.75,8.0,7.0,0.21527777777777776,0.13333333333333333,6.800000000000001,0.19152859388449692,0.5833333333333334,9.0,8.0,0.24305555555555555,0.075,3.8250000000000006,0.203300841622816,0.6666666666666666,14.0,10.0,0.3819444444444445,0.05833333333333334,2.975,0.2529850982357522,0.8333333333333334
all_twelve,tuna_original,all_P,context,12,12,,37,1850,0.7286805555555556,0.2527856605006587,0.42261303511303505,13.25,9.0,6.0,0.24305555555555555,0.15,7.650000000000001,0.2524361755003813,0.5,13.0,8.0,0.3541666666666667,0.10833333333333334,5.5249999999999995,0.3049697439085704,0.6666666666666666,16.0,9.0,0.4375,0.06666666666666667,3.4000000000000004,0.3338044281089682,0.75
all_twelve,tuna_selected_31k,all_P,context,12,12,,37,1850,0.8273726851851851,0.23889575917594427,0.3661324786324787,7.416666666666667,13.0,9.0,0.3541666666666667,0.2166666666666667,11.050000000000002,0.2802841319413328,0.75,15.0,9.0,0.40277777777777773,0.12500000000000003,6.375,0.3023189792105156,0.75,18.0,10.0,0.4861111111111111,0.075,3.8249999999999997,0.3327258251064435,0.8333333333333334
all_twelve,ipin_baseline,all_P,background,12,12,,37,1850,0.7206481481481481,0.10715044692087004,0.18444669130153,12.416666666666666,4.0,4.0,0.1111111111111111,0.06666666666666667,3.4000000000000004,0.08402874812337179,0.3333333333333333,9.0,7.0,0.24305555555555555,0.075,3.8250000000000006,0.14566252212063502,0.5833333333333334,12.0,9.0,0.3263888888888889,0.049999999999999996,2.5500000000000003,0.1759589000174447,0.75
all_twelve,ipin_optimized,all_P,background,12,12,,37,1850,0.7475925925925927,0.15826675710119403,0.2665369239939162,15.083333333333334,6.0,6.0,0.16666666666666666,0.09999999999999999,5.1000000000000005,0.13997758750031378,0.5,13.0,9.0,0.3541666666666667,0.10833333333333334,5.5249999999999995,0.22584866011484336,0.75,16.0,9.0,0.4375,0.06666666666666668,3.4,0.2559938240612153,0.75
all_twelve,tuna_retrained,all_P,background,12,12,,37,1850,0.7710300925925927,0.17493568215856856,0.30818833943833945,8.666666666666666,6.0,5.0,0.1597222222222222,0.10000000000000002,5.1000000000000005,0.1522605632920023,0.4166666666666667,10.0,9.0,0.2708333333333333,0.08333333333333333,4.250000000000001,0.20549290557724584,0.75,20.0,11.0,0.548611111111111,0.08333333333333336,4.249999999999999,0.30302034551373275,0.9166666666666666
all_twelve,tuna_original,all_P,background,12,12,,37,1850,0.8065277777777778,0.2564991002591574,0.4429241263122842,10.25,10.0,6.0,0.2708333333333333,0.16666666666666666,8.500000000000002,0.26756465821182734,0.5,12.0,8.0,0.3263888888888889,0.09999999999999999,5.1000000000000005,0.29363569854642485,0.6666666666666666,18.0,10.0,0.4930555555555555,0.075,3.8249999999999997,0.3538289991076062,0.8333333333333334
all_twelve,tuna_selected_31k,all_P,background,12,12,,37,1850,0.8453587962962964,0.2780940026928685,0.38660205535205544,6.666666666666667,10.0,6.0,0.27083333333333337,0.16666666666666666,8.5,0.25641903512503034,0.5,16.0,10.0,0.4305555555555554,0.13333333333333336,6.799999999999998,0.32820168013319134,0.8333333333333334,22.0,12.0,0.5972222222222222,0.09166666666666667,4.675,0.3854195380735615,1.0
